Topic,Count,Name,Representation,Representative_Docs
12,319,12_moody_ratings_assigns_moody assigns,"['moody', 'ratings', 'assigns', 'moody assigns', 'moody announces', 'periodic review', 'periodic', 'completion periodic', 'announces completion', 'review ratings']","[""__COMPANY__ (Sydney Branch) -- Moody's announces completion of a periodic review of ratings of __COMPANY__"", ""__COMPANY__ Trust Company, N.A. -- Moody's announces completion of a periodic review of ratings of __COMPANY__ Corporation (The)"", ""__COMPANY__ Bank, Ltd. -- Moody's announces completion of a periodic review of ratings of __COMPANY__ , Inc.""]"
13,283,13_fed_yields_fed rate_treasuries,"['fed', 'yields', 'fed rate', 'treasuries', 'treasury', 'treasury yields', 'rate cut', 'cut', 'rate', 'fed cut']","['Treasury Two-Year Yields Decline as Fed Rate-Hike Bets Wane', 'U.S. Treasury Yields Fall Amid Renewed Hopes of Fed Rate Cuts', 'Treasury Yields Rise Ahead of Fed as Traders Trim Rate-Cut Bets']"
14,278,14_hedge funds_hedge_funds right_funds,"['hedge funds', 'hedge', 'funds right', 'funds', 'right', 'funds bullish', 'funds think', 'going burn', 'burn hedge', 'funds hedge']","['Were Hedge Funds Right About __COMPANY__ Corporation __TICKER__ ?', 'Were Hedge Funds Right About Piling Into __COMPANY__ __TICKER__ ?', 'Were Hedge Funds Right About __COMPANY__ Inc. __TICKER__ ?']"
15,273,15_climate_climate change_fossil_emissions,"['climate', 'climate change', 'fossil', 'emissions', 'fossil fuel', 'change', 'carbon', 'activists', 'fuel', 'green']","['__COMPANY__ accused of hypocrisy over climate change', '__TICKER__ banker quits over climate change furore', 'How to Tackle Climate Change in Your Portfolio']"
16,270,16_laundering_money laundering_fined_fine,"['laundering', 'money laundering', 'fined', 'fine', 'fines', 'pay', 'anti money', 'penalty', 'money', 'anti']","['UPDATE 1- __TICKER__ fined $85 mln for anti-money laundering failings', ""Canada's anti-money laundering agency imposes $6.7 million fine on __TICKER__ Bank"", '__COMPANY__ Fined __TICKER__ $7.5 Million Over Money-Laundering Lapses']"
17,263,17_stocks buy_stocks_value stocks_buy,"['stocks buy', 'stocks', 'value stocks', 'buy', 'undervalued', '2024', 'defensive stocks', 'growth stocks', 'volatile stocks', 'defensive']","['3 of the Best Value Stocks You Can Buy Right Now', '3 Top Value Stocks to Buy Right Now', 'Here Are My Top 3 Value Stocks to Buy Now']"
18,262,18_bond_bonds_bond sale_bond market,"['bond', 'bonds', 'bond sale', 'bond market', 'junk', 'bond offering', 'sale', 'bond losses', 'bond sales', 'billion bond']","['Electrica completes €500 million green bond offering with no stabilisation', '__COMPANY__ Joins __COMPANY__ With Post-Earnings Bond Sale', '__COMPANY__ Looks to Raise $7.5 Billion From Bond Sale']"
19,247,19_story_narrative_shifting_developments,"['story', 'narrative', 'shifting', 'developments', 'analyst', 'recent', 'recent developments', 'recent analyst', 'investment story', 'evolving']","['Why the Narrative Around __TICKER__ Is Shifting After Recent Analyst and Market Developments', 'How Recent Developments Are Rewriting the Story for __TICKER__', 'Why The Narrative Around __COMPANY__ Is Shifting After Recent Analyst Updates']"
20,234,20_epstein_jeffrey epstein_jeffrey_staley,"['epstein', 'jeffrey epstein', 'jeffrey', 'staley', 'jes staley', 'jes', 'ties', 'epstein ties', 'accusers', 'islands']","['__COMPANY__ Sues Former Executive Jes Staley Over Jeffrey Epstein Ties', '__COMPANY__ Sued Over Jeffrey Epstein Ties', '__COMPANY__ , __COMPANY__ Sued Over Jeffrey Epstein Ties']"
21,193,21_dividend stock_dividend_great dividend_bank dividend,"['dividend stock', 'dividend', 'great dividend', 'bank dividend', 'ex dividend', 'stock buy', 'stock right', 'dividend stocks', 'buy right', 'best']","['Is __COMPANY__ __TICKER__ the Best Bank Dividend Stock to Buy Right Now?', 'Is __COMPANY__ Inc. __TICKER__ the Best Bank Dividend Stock to Buy Right Now?', 'Is __COMPANY__ Chase &amp; Co. __TICKER__ the Best Bank Dividend Stock to Buy Right Now?']"
22,192,22_appoints_head_investment banking_names,"['appoints', 'head', 'investment banking', 'names', 'memo', 'americas', 'banking', 'heads', 'hires', 'banking appoints']","['__COMPANY__ appoints new co-heads of investment banking', '__COMPANY__ appoints new co-heads of Investment Banking', '__COMPANY__ names new co-heads of investment banking - memo']"
23,188,23_japan_update japan_japanese_japan banks,"['japan', 'update japan', 'japanese', 'japan banks', 'nippon', 'steel', 'japan bank', 'nikkei', 'japan buy', 'nippon steel']","[""UPDATE 2-Japan's __COMPANY__ to buy two Asia units of Home Credit for $620 mln -source"", ""UPDATE 4-Japan's __COMPANY__ to buy two Asia units of Home Credit for $620 mln"", ""UPDATE 1-Japan's 3 megabanks to loan Nippon Steel $16 bln for U.S. Steel acquisition""]"
24,182,24_today_today shares_today stock_popped,"['today', 'today shares', 'today stock', 'popped', 'shares', 'higher today', 'stock today', 'falling today', 'fell', 'stock popped']","['Why __COMPANY__ Stock Is Falling Today', 'Why __COMPANY__ Stock Dropped and Then Popped Today', 'Why IBM Stock Popped Today']"
25,176,25_china_china securities_chinese_joint,"['china', 'china securities', 'chinese', 'joint', 'venture', 'stake china', 'joint venture', 'wealth business', 'communist', 'securities']","['__COMPANY__ gets regulatory nod to set up China asset management joint venture', '__TICKER__ Mulls Raising Stake in China Securities Joint Venture', '__TICKER__ Raises Stake in China Securities Joint Venture to 90%']"
26,172,26_cramer_jim cramer_jim_cramer says,"['cramer', 'jim cramer', 'jim', 'cramer says', 'says jim', 'cramer jim', 'cramer group', 'cramer calls', 'higher jim', 'cramer amp']","['Jim Cramer Discusses __COMPANY__ __TICKER__ in Detail', 'Jim Cramer Says If You Don’t Own Any Bank Stocks “You Can Buy __COMPANY__ ”', 'Jim Cramer Says He’s “Very Happy” With __COMPANY__']"
27,171,27_layoffs_jobs_job cuts_job,"['layoffs', 'jobs', 'job cuts', 'job', '000 jobs', 'cuts', 'plans cut', 'cut', 'lay', 'employees']","['__COMPANY__ Layoffs 2023: What to Know About the Latest __TICKER__ Job Cuts', '__TICKER__ Layoffs 2023: What to Know About the Latest __TICKER__ Job Cuts', '__COMPANY__ plans to cut another 3,000 jobs']"
28,168,28_notes_senior notes_floating rate_floating,"['notes', 'senior notes', 'floating rate', 'floating', 'redemption', 'senior', 'rate senior', 'announces redemption', 'fixed', '000 000']","['__COMPANY__ Announces Redemption of Floating Rate Senior Notes Due May 2024', '__COMPANY__ Announces Redemption of Floating Rate Senior Notes Due 2024', '__COMPANY__ Announces Redemption of Floating Rate Senior Notes Due 2025']"
29,166,29_healthcare conference_44th_annual healthcare_44th annual,"['healthcare conference', '44th', 'annual healthcare', '44th annual', 'healthcare', 'present 44th', 'present', 'conference', 'annual', 'therapeutics present']","['CorMedix Therapeutics to Present at the 44th Annual __COMPANY__ Healthcare Conference', 'Moderna to Present at the 44th Annual __COMPANY__ Healthcare Conference', 'Viking Therapeutics to Present at the 44th Annual __COMPANY__ Healthcare Conference']"
30,165,30_nvidia_nvidia stock_nvda_nvidia nvda,"['nvidia', 'nvidia stock', 'nvda', 'nvidia nvda', 'ai', 'chip', 'nvidia amd', 'nvda stock', 'amd', 'gpu']","['Nvidia (NVDA) Stock Trades Down, Here Is Why', 'Is NVIDIA (NVDA) Stock A Buy or Sell?', 'Is Nvidia Stock a Buy in 2026?']"
31,163,31_gold_gold prices_gold price_gold rises,"['gold', 'gold prices', 'gold price', 'gold rises', 'gold futures', 'gold edges', 'haven', 'silver', 'haven demand', 'rate cut']","['Gold Futures Trade Near Record High on Rate-Cut Hopes', 'Gold price hits another record high as US rate cut expectations rise', 'Gold prices jump on safe-haven demand and Fed rate-cut hopes']"
32,161,32_profit_profit falls_profit rises_estimates,"['profit', 'profit falls', 'profit rises', 'estimates', 'dealmaking', 'profits', 'tops estimates', 'revenue', 'beats', 'quarter profit']","['__COMPANY__ beats profit estimates on capital market, deal-making boom', 'UPDATE 1- __COMPANY__ beats profit estimates on capital market, deal-making boom', '__COMPANY__ Third-Quarter Profit Rises']"
33,151,33_bank stocks_best bank_industry_prospering,"['bank stocks', 'best bank', 'industry', 'prospering', 'stocks buy', 'bank', 'foreign', 'banks industry', 'foreign bank', 'stocks']","['3 Best Bank Stocks to Buy Now', 'The 3 Best Bank Stocks to Buy Now', '3 Top Bank Stocks to Buy in May']"
34,151,34_estimates_revenues_earnings revenues_revenue estimates,"['estimates', 'revenues', 'earnings revenues', 'revenue estimates', 'earnings revenue', 'q4 earnings', 'q1 earnings', 'beat', 'beat estimates', 'q3 earnings']","['__COMPANY__ __TICKER__ Q3 Earnings and Revenues Beat Estimates', '__COMPANY__ __TICKER__ Q1 Earnings and Revenues Beat Estimates', '__TICKER__ __TICKER__ Q1 Earnings and Revenues Beat Estimates']"
35,146,35_results_results reports_financial results_quarter,"['results', 'results reports', 'financial results', 'quarter', 'reports quarter', 'reports', 'second quarter', 'reports second', 'quarter 2025', 'second']","['__COMPANY__ Reports Second-Quarter 2021 Financial Results', '__COMPANY__ Reports Second Quarter 2021 Financial Results', '__COMPANY__ Reports Second Quarter 2025 Financial Results']"
36,144,36_finance stocks_banco chile_chile_banco,"['finance stocks', 'banco chile', 'chile', 'banco', 'stock outpacing', 'peers year', 'outpacing', 'finance peers', 'outpacing finance', 'finance']","['Is The __COMPANY__ __TICKER__ Stock Outpacing Its Finance Peers This Year?', 'Is __COMPANY__ __TICKER__ Stock Outpacing Its Finance Peers This Year?', 'Is Banco __COMPANY__ Chile (BSAC) Stock Outpacing Its Finance Peers This Year?']"
37,142,37_price target_target_price_target raised,"['price target', 'target', 'price', 'target raised', 'raised', 'stock price', 'lowered', 'target lowered', 'price targets', 'raises price']","['__COMPANY__ price target raised to $95 from $90 at __COMPANY__', '__COMPANY__ Keeps Buy Rating, 12 Month Price Target Raised By $4 at __TICKER__', '__COMPANY__ __TICKER__ Price Target Raised by $18']"
38,141,38_premarket_rise premarket_fall premarket_rise,"['premarket', 'rise premarket', 'fall premarket', 'rise', 'fall', 'falls', 'lululemon', 'tesla', 'boeing', 'johnson']","['Apple, American Airlines Rise Premarket; __COMPANY__ Falls', '__COMPANY__ , __COMPANY__ rise premarket; Tesla, Apple, Boeing fall', '__COMPANY__ , Boeing Rise Premarket; Tesla Falls']"
39,137,39_amp 500_500_500 slips_amp,"['amp 500', '500', '500 slips', 'amp', 'tech', 'slips', '500 climbs', 'bulls', '500 cuts', 'financials']","['S&amp;P 500 Cuts Losses as Tech, Energy Gain', 'S&amp;P 500 Slips as Fed Decision Looms', 'S&amp;P 500 Slips as Bank Stocks Slide']"
40,136,40_blue chip_blue_chip stocks_chip,"['blue chip', 'blue', 'chip stocks', 'chip', 'best blue', 'undervalued blue', 'stocks buy', '10 blue', 'updated rankings', 'downgraded updated']","['7 Undervalued Blue-Chip Stocks to Buy Now', '10 Best Blue Chip Stocks To Buy', 'The 7 Best Blue-Chip Stocks to Buy Now']"
41,135,41_ftse_ftse 100_100_100 live,"['ftse', 'ftse 100', '100', '100 live', 'live', 'ftse european', 'european stocks', '100 opens', 'lower', 'european']","['FTSE 100 higher ahead of key inflation data', 'FTSE 100 LIVE: European stocks mixed as China cuts key interest rate', 'FTSE 100 opens lower ahead of Bank of England interest rate decision']"
42,130,42_republic_republic bank_republic stock_fdic,"['republic', 'republic bank', 'republic stock', 'fdic', 'republic republic', 'republic deal', 'deposit', '30 billion', 'rescue republic', 'buy republic']","['What’s Going on With First Republic Bank?', 'Eleven Banks Deposit $30 Billion in First Republic Bank', '__COMPANY__ to Take Over First Republic Bank']"
43,128,43_tariffs_trump tariffs_trump_tariff,"['tariffs', 'trump tariffs', 'trump', 'tariff', 'copper', 'tariffs trump', 'trump tariff', 'price hikes', 'tariffs markets', 'tariffs likely']","['Trump tariffs trigger US inflation shock', 'Where Trump Tariffs Stand Now', ""Trump Tariffs: Here's What __COMPANY__ Investors Need to Know""]"
44,127,44_speak_conference_services conference_financial services,"['speak', 'conference', 'services conference', 'financial services', 'global financial', 'financials', 'services', 'mellon speak', 'financials conference', 'participate']","['__COMPANY__ Mellon to Speak at the __COMPANY__ Global Financial Services Conference', '__COMPANY__ to Speak at __COMPANY__ Global Financial Services Conference', '__COMPANY__ to Speak at the __COMPANY__ Global Financial Services Conference']"
45,126,45_earnings transcript_transcript_2023 earnings_2022 earnings,"['earnings transcript', 'transcript', '2023 earnings', '2022 earnings', '2021 earnings', 'q4 2022', 'transcript banco', 'q4 2023', 'q4', 'transcript corporation']","['__COMPANY__ __TICKER__ Q3 2023 Earnings Call Transcript', '__COMPANY__ Inc. ( __TICKER__ ) Q4 2023 Earnings Call Transcript', '__COMPANY__ ( __TICKER__ ) Q4 2023 Earnings Call Transcript']"
46,125,46_valuation_share price_assessing_assessing valuation,"['valuation', 'share price', 'assessing', 'assessing valuation', 'recent share', 'valuation recent', 'recent', 'share', 'enxtam inga', 'enxtam']","['__COMPANY__ __TICKER__ : Assessing Valuation After Recent Share Price Strength', 'Assessing __COMPANY__ __TICKER__ Valuation After Recent Share Price Momentum', 'Assessing __COMPANY__ __TICKER__ Valuation After Recent Share Price Gains']"
47,123,47_tickers_trending tickers_trending_tickers nvidia,"['tickers', 'trending tickers', 'trending', 'tickers nvidia', 'tickers trending', 'tickers apple', 'nvidia', 'tesla', 'tickers tesla', 'novo']","['Trending tickers: Nvidia, __COMPANY__ , Moderna and Walmart', 'Trending tickers: Nvidia, __TICKER__ , __COMPANY__ , Aston Martin and Next', 'Trending tickers: Apple | Amazon | __COMPANY__ | Tesla']"
48,120,48_500 nasdaq_nasdaq_dow amp_market today,"['500 nasdaq', 'nasdaq', 'dow amp', 'market today', 'today dow', 'stock market', 'dow', 'amp 500', '500', 'today']","['Stock market today: Dow, S&amp;P 500, Nasdaq futures take a breather as shutdown drags on', 'Stock market today: Dow, S&amp;P 500, Nasdaq futures rise as Wall Street looks to big bank earnings', 'Stock market today: Dow, S&amp;P 500, Nasdaq futures take a breather']"
49,119,49_swiss_capital rules_switzerland_rules,"['swiss', 'capital rules', 'switzerland', 'rules', 'capital', 'swiss capital', 'swiss bank', 'swiss government', 'compromise', 'new capital']","['__TICKER__ , Swiss government could compromise on capital requirements - report', '__TICKER__ shares rise as Swiss lawmakers propose compromise on capital rules', '__TICKER__ buybacks may be hit by new capital rules: Swiss government']"
50,118,50_form_group plc_amendment form_plc form,"['form', 'group plc', 'amendment form', 'plc form', 'plc amendment', 'plc', 'amendment', 'ept non', 'form ept', 'ept']","['Form 8.5 (EPT/NON-RI) - Arrow Global plc - Amendment', 'Form 8.5 (EPT/NON-RI) - ARROW GLOBAL GROUP PLC Amendment', 'Form 8.5 (EPT/NON-RI) - CLINIGEN GROUP PLC - Amendment']"
51,116,51_canada_canadian dollar_canadian_bank canada,"['canada', 'canadian dollar', 'canadian', 'bank canada', 'dollar', 'comments canadian', 'deficit', 'canada inflation', 'says canada', 'comments']","[""__COMPANY__ Comments on Canadian Dollar Ahead of This Week's Bank of Canada Policy Meeting"", ""__COMPANY__ Previews Tuesday's CPI Data in Canada; Comments on The Canadian Dollar"", '__COMPANY__ Comments on The Canadian Dollar']"
52,115,52_advisors_forbes_wealth advisors_advisors list,"['advisors', 'forbes', 'wealth advisors', 'advisors list', 'named', 'named forbes', 'list', 'best state', 'shook', 'forbes shook']","['23 Advisors in the __TICKER__ Northeast Private Wealth Management Market Named to the Forbes/SHOOK Best-In-State Wealth Advisors List', 'Fifteen __TICKER__ Financial Advisors in Arizona Named to Forbes Best-in-State Wealth Advisors List', 'Two __TICKER__ Private Wealth Advisors Named to Forbes/SHOOK Best-In-State Wealth Advisors List']"
53,114,53_office_return office_return_days week,"['office', 'return office', 'return', 'days week', 'days', 'work', 'employees', 'asks', 'asks employees', 'office days']","[""Canada's __COMPANY__ asks staff to return to office four days a week"", ""No More WFH: __COMPANY__ Asks Employees To Return To Office 5 Days A Week — And It's Not Alone"", '__COMPANY__ asks employees to return to office four days a week by September']"
54,113,54_ishares_llc buys_buys_llc,"['ishares', 'llc buys', 'buys', 'llc', 'etf', 'bond etf', 'buys ishares', 'vanguard', 'ishares core', 'etf ishares']","['Private Capital Management Llc Buys Vanguard Russell 1000 Index Fund, BTC iShares Core MSCI ...', 'SevenBridge Financial Group, LLC Buys iShares Core S&amp;P 500 ETF, iShares 1-3 Year Credit ...', 'Neumann Capital Management, LLC Buys Apple Inc, BTC iShares Core MSCI EAFE ETF, iShares Russell ...']"
55,113,55_debt_citrix_loan_underwrite,"['debt', 'citrix', 'loan', 'underwrite', 'billion debt', 'million debt', 'loans', 'adani', 'billion senior', 'billion']","['__COMPANY__ Partners with Diverse Firms to Underwrite $1 Billion of Senior Debt and $0.5 Billion of Senior Subordinated Debt', '__COMPANY__ Partners With Diverse Firms to Underwrite $1.5 Billion of Senior Unsecured Debt', '__COMPANY__ Partners with Diverse Firms to Underwrite $2 Billion of Senior Unsecured Debt']"
56,112,56_bank earnings_earnings season_big bank_season,"['bank earnings', 'earnings season', 'big bank', 'season', 'earnings', 'watch bank', 'big', 'banks earnings', 'banks kick', 'kick earnings']","['Big banks kick off earnings season with a bang', 'What to watch from big bank earnings', 'Big bank earnings: What to watch']"
57,107,57_sector update_update financial_afternoon_financial stocks,"['sector update', 'update financial', 'afternoon', 'financial stocks', 'sector', 'afternoon sector', 'late afternoon', 'afternoon trading', 'trading sector', 'update']","['Sector Update: Financial Stocks Mixed Late Afternoon', 'Sector Update: Financial Stocks Mixed in Late Afternoon', 'Sector Update: Financial Stocks Mixed in Late Afternoon Trading']"
58,104,58_ceo_ceo succession_succession_ceo faces,"['ceo', 'ceo succession', 'succession', 'ceo faces', 'traction', 'board sources', 'gets traction', 'ceo growth', 'traction board', 'ceos']","['UPDATE 2- __COMPANY__ CEO leading talks for new First Republic rescue plan - WSJ', ""__COMPANY__ CEO's growth strategy gets traction with board-sources"", ""FOCUS- __COMPANY__ CEO's growth strategy gets traction with board-sources""]"
59,104,59_mutual funds_mutual_funds_returns,"['mutual funds', 'mutual', 'funds', 'returns', 'returns mutual', 'ranked mutual', 'funds buy', 'ranked', 'mellon mutual', 'portfolio mutual']","['3 Top-Ranked __COMPANY__ Mutual Funds for Stellar Returns', '3 __COMPANY__ Mutual Funds to Buy Today', '3 __COMPANY__ Mutual Funds You Must Buy Today']"
60,104,60_china_stimulus_deflation_stimulus china,"['china', 'stimulus', 'deflation', 'stimulus china', 'china economy', 'economy', 'china pledges', 'china deflation', 'economic', 'china growth']","['China Consumer Prices Inch Up But Deflation Pressure Lingers', 'Iron Ore Leads Metals Higher on Hopes for More China Stimulus', 'China Deflation Pressure Worsens as Economy Slumps, Survey Shows']"
61,101,61_buys_sells_corp_llc buys,"['buys', 'sells', 'corp', 'llc buys', 'llc', 'corp sells', 'management buys', 'nv', 'paypal holdings', 'associates buys']","['American Assets Investment Management, LLC Buys Shell PLC, Walmart Inc, Exxon Mobil Corp, Sells ...', 'Alley Co LLC Buys __COMPANY__ , Zoetis Inc, American Tower Corp, Sells Comcast Corp', 'Heron Financial Group, Llc Buys __COMPANY__ Corp, M&amp;T Bank Corp, NVIDIA Corp, Sells ...']"
62,101,62_bullish bearish_street bullish_stock wall_bearish,"['bullish bearish', 'street bullish', 'stock wall', 'bearish', 'bullish', 'street analysts', 'bearish wall', 'analysts bullish', 'analysts like', 'wall street']","['Truist Financial Stock: Is Wall Street Bullish or Bearish?', 'Broadcom Stock: Is Wall Street Bullish or Bearish?', '__COMPANY__ Stock: Is Wall Street Bullish or Bearish?']"
63,101,63_canada_bmo_canadian_canadian business,"['canada', 'bmo', 'canadian', 'canadian business', 'deal canada', 'canadian unit', 'unit', 'cowen', 'sale', 'canada bmo']","['UPDATE 1-Canada Parliament panel asks Ottawa to reject __COMPANY__ , __TICKER__ unit deal', ""__COMPANY__ to sell Bank of the West to Canada's BMO for $16 billion"", ""__COMPANY__ to sell Bank of the West to Canada's BMO for around $16 bln""]"
64,98,64_yen_japan_boj_intervention,"['yen', 'japan', 'boj', 'intervention', 'ufg', 'mitsubishi ufg', 'mitsubishi', 'says mitsubishi', 'ufg yen', 'bank japan']","[""Yen's Rebound Is Supported by Bank of Japan Hike Expectations, China Growth Concerns, Says Mitsubishi UFG"", 'Bank of Japan Rate Hike Signal Reinforces Yen Rebound, Says Mitsubishi UFG', 'Bank of Japan Rate Hike Expectations Continue Supporting The Yen, Says Mitsubishi UFG']"
65,96,65_mexico_banamex_mexican_citibanamex,"['mexico', 'banamex', 'mexican', 'citibanamex', 'grupo mexico', 'grupo', 'banorte', 'unit', 'mexico unit', 'inbursa']","[""UPDATE 1-Mexico's Mifel head says still bidding for __COMPANY__ 's Mexican retail unit"", ""Grupo Mexico nearing $7 billion deal for __COMPANY__ 's Banamex unit -source"", ""Grupo Mexico nearing $7 bln deal for __COMPANY__ 's Banamex unit -source""]"
66,95,66_stocks watch_watch_watch week_watch tuesday,"['stocks watch', 'watch', 'watch week', 'watch tuesday', 'watch friday', 'watch wednesday', 'watch thursday', 'watch monday', 'tuesday', 'wednesday']","['Stocks to Watch Tuesday: Nvidia, __COMPANY__ Chase, __COMPANY__', 'Stocks to Watch Tuesday: __COMPANY__ , Tesla, Boeing', '__COMPANY__ , __COMPANY__ , Netflix, J&amp;J, and More Stocks to Watch This Week']"
67,95,67_news_2023 news_2022 news_2025 news,"['news', '2023 news', '2022 news', '2025 news', 'news jul', 'news oct', 'jul', '2024 news', 'news jan', 'news apr']","['Company News for Jul 1, 2024', 'Company News for Jul 16, 2025', 'Company News for Jul 17, 2023']"
68,95,68_chesapeake utilities_chesapeake_utilities_utilities corporation,"['chesapeake utilities', 'chesapeake', 'utilities', 'utilities corporation', 'corporation', 'results chesapeake', 'corporation reports', 'utilities host', 'host', 'earnings conference']","['CHESAPEAKE UTILITIES CORPORATION REPORTS FIRST QUARTER 2022 RESULTS', 'CHESAPEAKE UTILITIES CORPORATION REPORTS FIRST QUARTER 2023 RESULTS', 'CHESAPEAKE UTILITIES CORPORATION REPORTS THIRD QUARTER 2023 RESULTS']"
69,94,69_dow futures_futures_dow_futures tick,"['dow futures', 'futures', 'dow', 'futures tick', 'earnings dow', 'tick', 'focus dow', 'tick higher', 'pts', 'earnings focus']","['Dow Futures Tick Higher As Earnings Season Heats Up', 'Dow futures tick lower, earnings in focus', 'Dow futures tick higher, earnings in focus']"
70,94,70_ecb_euro_ecb rate_eurozone,"['ecb', 'euro', 'ecb rate', 'eurozone', 'euro zone', 'ecb cut', 'eur usd', 'ahead ecb', 'eur', 'zone']","['Euro-Zone Inflation Hits Record as ECB Hawks Push Jumbo Hike', '__COMPANY__ cuts ECB rate hike forecast to 25bps in May', 'Euro Rises on Weaker Dollar, Steady ECB Rate Expectations']"
